Unnamed,Date,User,Tweet,Intention
34,2022-10-08 19:30:55+00:00,atulosaya,"Kenchick 1 is the leaked code name for William Ruto. Can we have guesses of what would have been the code name for yule mganga had his dreams of occupying State House come true.
1. Bondo 1.
2.Molasses 1
3. Kitendawili 1
Nuclear
Russia 
Putin
Winnie Odinga
Elon
Uhuru Kenyatta",0
35,2022-10-08 19:29:44+00:00,MigunaMiguna,"Didn't conman @RailaOdinga know that the BILLIONS of Shillings despot Uhuru Kenyatta paid him for the last 4 years came from the People of Kenya, United Kingdom, the United States of America and the Multinationals he now blames for RIGGING him out? Jawuoro Jamuod Nyoyo Gi Kuoyo!",0
36,2022-10-08 19:26:16+00:00,ViralTrunk,Details Emerge On How Uhuru Kenyatta Closed The Doors For William Ruto To Borrow Money From Outside https://t.co/GViHs5DVhp,0
37,2022-10-08 19:24:25+00:00,TagelNesru,@_AfricanUnion Uhuru Kenyatta has made  Kenya ashamed! Ethiopia understands! TPLF has done the same to Ethiopia! @StandardKenya @Kenyans @UNHumanRights @EthioHRC @cnni @BBCWorld @AJEnglish @FRANCE24 @AFP @ReutersAfrica@UNOCHA  @UNCHRSS  @amnestyusa  @USAAID #TPLFTerroristGroup,0
38,2022-10-08 19:20:45+00:00,JeseeKimani5,"@Kenyans She has been sent to weigh whether baba can accept negotiations, but baba is peoples president we love him and he is the only hero of our mother land together with uhuru Kenyatta 💪",0
39,2022-10-08 19:19:40+00:00,WilberforceOnd4,@Ndiindi_Nyoro Uhuru Kenyatta and Raila odinga are still around. From November you will be hearing more about them on daily basis GOD willing.,0
40,2022-10-08 19:14:44+00:00,FrankMtetezi,"Seems at this rate HE William Ruto will beat the record of 4th President Uhuru Kenyatta in the international visits ,So far Rigathi Gachagua has been holding the mantle by seeing off Ruto now and then to UK ,Ethiopia and now  Uganda, In 3 Months time, it's almost !  😂💥🔨",0
41,2022-10-08 19:04:51+00:00,MollyneMataga,"Nandi Senator Samson Cheragei is now asking President William Ruto to replace his predecessor Uhuru Kenyatta as the peace envoy.

https://t.co/nTo8nbKN74",0
42,2022-10-08 19:04:31+00:00,NairobiReviewKE,"Nandi Senator Samson Cheragei is now asking President William Ruto to replace his predecessor Uhuru Kenyatta as the peace envoy.

https://t.co/mK2Z0Mi890",0
43,2022-10-08 19:01:08+00:00,MigunaMiguna,Freedom Fighters like me CELEBRATE honest individuals like my father. Not THIEVES like despot Uhuru Kenyatta's father. If you hate TRUTH go ahead and jump from Mount Kilimanjaro!,0
44,2022-10-08 18:59:15+00:00,KTNNewsKE,"Now, retired president Uhuru Kenyatta move to skip peace talks convened by the African Union on the Ethiopia conflict that were set to be held in South Africa Saturday has ellicited mixed reactions across the country and the continent

#WeekendPrime https://t.co/8rjguGcyOH",0
45,2022-10-08 18:57:31+00:00,simorlov30,"@ericsonmangoli @Kenyans What international role was he appointed to? If you're referring to the United Nations, that was false. He does not have a role there. Raila did have a job in President Uhuru Kenyatta's administration as the High Representative for Infrastructure .",0
46,2022-10-08 18:55:27+00:00,EkalMoses,"@EAukot Dr.Aukot, let's be honest President Uhuru Kenyatta's good will also helped.",0
47,2022-10-08 18:54:25+00:00,TaitaZues,@FIFAWorldCup Uhuru Kenyatta for #KENYA. He played with our Cash and fucked up the economy really good.,0
48,2022-10-08 18:54:19+00:00,EkalMoses,"@Aleckeei @Gukawakiambu @EAukot Where were they ever since independence?Did they have to wait for President Uhuru Kenyatta?
Of course it's because of the good will of Uhunye and his desire to develop kenya equally.",0
49,2022-10-08 18:50:33+00:00,BAPTIST_JOHNN,Am already missing Uhuru Kenyatta. This Gachagua and Ruto memes are tasteless 😏,0
50,2022-10-08 18:43:09+00:00,KatundaKingangi,@HonMosesKuriaa We voted very early on 9/8/2022 to sent Uhuru Kenyatta to Ichaweri and Raila Odinga to Bondo via Wheelbarrow. This story of giving Uhuru peace envoy job is not doing us good . We have many over qualified hustlers for the Job.We only want to be shown photos of Uhuru at Ichaweri.,0
51,2022-10-08 18:37:20+00:00,NdindiiNyoroo,"Meet the team that sent Uhuru Kenyatta to Ichaweri and Mzee Raila Odinga to Bondo. I believe I am learning from the best political teacher in Kenya, and I know with God and the people, a Ndindi Nyoro presidency will be achieved in the foreseeable future. https://t.co/tNnZiWP2EN",0
52,2022-10-08 18:15:30+00:00,makemetegaru,"@FikreJesus Uhuru is influential African leader who is notable specially among the families who lost thousand lives on his had. 

Uhuru Kenyatta walks with heavy blood on his hand. Killing thousands &amp; displacing half a million in the 2007/08 Kenya election.TPLF opposed his trial @ ICC. 🤔",0
53,2022-10-08 18:11:02+00:00,sgebreselassie,"You just let us know the very fact we know: Kenyans are colonized but not 🇪🇹. 

The same is true with yesterday's decision of @UhuruKenyatta who serves as tool and toy of the 🇺🇸. https://t.co/k1odfT5IGr",0
54,2022-10-08 18:09:37+00:00,koratu12,"The #US and its acolytes don't want peace and prosperity in #Ethiopia. Z sycophant #UhuruKenyatta was installed in z process to advocate for #TerroristTPLF &amp; come up with lame excuses to jeopardize the initiative, #US &amp; #IC will never seize endangering z region.
#EthiopiaPrevails",0
55,2022-10-08 18:09:31+00:00,sgebreselassie,"@RationalXi @Eyob_Belachew33 @iyoba4u @NeaminZeleke @jeffpropulsion You just let us know the very fact Kenyans are colonized but not 🇪🇹. 

The same is true with yesterday's decision of @UhuruKenyatta who serves as tool and toy of the 🇺🇸.",0
56,2022-10-08 18:02:11+00:00,SelamT30,"13/25
The AU talks was expected to be be mediated by “a troika of negotiators” including the bloc’s HoA @Oolusegun_obj and former Kenyan President Uhuru Kenyatta.
But Kenyatta announced that he will not participate. 
#TigrayUnderAttack
@antonioguterres",0
57,2022-10-08 17:58:21+00:00,SelamT30,"https:
The AU talks was expected to be be mediated by “a troika of negotiators” including the bloc’s HoA @Oolusegun_obj and former Kenyan President Uhuru Kenyatta.
But Kenyatta announced that he will not participate. 
#TigrayUnderAttack
@antonioguterres//t.co/8U0iUH9sc8
@SelamT30",0
58,2022-10-08 17:54:52+00:00,retkwon,"Give the peace envoy job to Raila if Uhuru has declined.

Samson Cherargei, a close ally of the president, revealed that Uhuru Kenyatta had declined the peace envoy role for Ethiopia peace talks.
#retkwon https://t.co/nXXSpSLJ1j",0
59,2022-10-08 17:54:28+00:00,Josephmainamui2,@K24Tv Hi moses leave our retired president  uhuru kenyatta  alone.Dont  you have anything else to gossip about?kenyas are tired of your  gossip na https://t.co/ev6TLSryQI about bottom up and trade mr.waziri.Gachahua has told you to stop politics and behaving like comedian .,0
60,2022-10-08 17:43:54+00:00,getaneh53282983,"""Cessation of hostilities"", clearly align with the interests of #TPLFTerroristGroup. He is wagging his tail to his western masters. Uhuru Kenyatta can not be trusted anymore. https://t.co/oCO352KF6x",0
61,2022-10-08 17:41:49+00:00,jafarib20,@WilliamsRuto @KagutaMuseveni @StateHouseUg But why don't u advise him to retire like Uhuru Kenyatta did...?,0
62,2022-10-08 17:28:52+00:00,gatumagg28,@Cjamehk Do you eat at Uhuru Kenyatta house or you are looking to be adopted?,0
63,2022-10-08 17:26:49+00:00,sun_axum1,"The AU talks was expected to be be mediated by “a troika of negotiators” including the bloc’s HoA @Oolusegun_obj and former Kenyan President Uhuru Kenyatta.
But Kenyatta announced that he will not participate. 
#TigrayUnderAttack
@antonioguterres #AUEU  https://t.co/Ju6q37KNvu",0
64,2022-10-08 17:26:39+00:00,Queen325473781,"🖤
The AU talks was expected to be be mediated by “a troika of negotiators” including the bloc’s HoA @Oolusegun_obj and former Kenyan President Uhuru Kenyatta.
But Kenyatta announced that he will not participate. #TigrayUnderAttack,@hrw_ar @EUatUN https://t.co/FgvE8OZ2bz",0
65,2022-10-08 17:26:06+00:00,Queen325473781,"🖤
The AU talks was expected to be be mediated by “a troika of negotiators” including the bloc’s HoA @Oolusegun_obj and former Kenyan President Uhuru Kenyatta.
But Kenyatta announced that he will not participate. #TigrayUnderAttack,@hrw_ar @EUatUN https://t.co/FgvE8OHZ9z",0
66,2022-10-08 17:22:23+00:00,MalembekaDennis,"As funny as it would be for me to say this, I think Kalonzo Musyoka would be the best fit to replace Uhuru Kenyatta as a peace envoy for Ethiopia on the Tigray conflict. He has experience from the South Sudan venture.",0
67,2022-10-08 17:17:04+00:00,KBCChannel1,"Former President Uhuru Kenyatta held talks with the President of the 26th United Nations Climate Change Conference, Alok Sharma. 
#TheGreatKBC https://t.co/XYJOgNPUTs",0
68,2022-10-08 17:06:50+00:00,ngugiwachege,"They wanted President Uhuru Kenyatta to ""maliza uende"". So, why are they castigating him for turning down their job offer and staying out of the limelight?",0
69,2022-10-08 17:02:56+00:00,AregawiRgbe,"The AU talks was expected to be be mediated by “a troika of negotiators” including the bloc’s HoA @Oolusegun_obj and former Kenyan President Uhuru Kenyatta.
But Kenyatta announced that he will not participate. 
#TigrayUnderAttack
@antonioguterres

@AR
https://t.co/3MUVIGFfu8",0
70,2022-10-08 17:00:43+00:00,Tuko_co_ke,"“William Ruto should swiftly appoint another eminent Kenyan i.e., Raila to this role of peace envoy to Ethiopian peace talks.”

Samson Cherargei revealed that Uhuru Kenyatta had declined the peace envoy role for Ethiopia peace talks. #tukonews 
https://t.co/mUtAnC4vPi",0
71,2022-10-08 16:59:14+00:00,WilberforceOnd4,@gikonyomwau @jumaf3 Oscar Sudi akitusi mama ya Uhuru Kenyatta alikuwa kipii??,0
72,2022-10-08 16:56:46+00:00,tykahsay,"I believe there will not be @AfricanUnion-led peace talks in SA. Still, Uhuru Kenyatta put himself ahead and placed a precondition on his letter of an immediate cessation of hostility before the talk, which Ethiopia would not acknowledge without disarming the TDF completely. https://t.co/Sw9uTYoC2y",0
73,2022-10-08 16:43:34+00:00,african_crisis,"@_AfricanUnion @mnsanzabaganwa All Africans?
Some 6m-7m Africans in #Tigray, not far from @_AfricanUnion HQ, have not been heard because of the #Blockade, imposed 22 months ago and counting. 
Let us hear this one African voice, of Peace Envoy &amp; former president of Kenya Uhuru Kenyatta👇🏾 https://t.co/Hk3yMdom5q",0
74,2022-10-08 16:42:01+00:00,Cjamehk,"President Uhuru Kenyatta made about 120 trips in 10 years ~~1 every month
Nabii found National coffers empty but within 20 days he has made 4 foreign trips...Bottom up doing miracles",0
75,2022-10-08 16:38:49+00:00,ZewduMawcha2,"The AU talks was expected to be be mediated by“a troika of negotiators”including the bloc’s HoA @Oolusegun_obj and former Kenyan President Uhuru Kenyatta.
But Kenyatta announced that he will not participate. 
#TigrayUnderAttack.
@antonioguterres @USAID @UN
https://t.co/wWhrkUkK2T",0
76,2022-10-08 16:24:58+00:00,eyerusalemeyer1,"The AU talks was expected to be be mediated by “a troika of negotiators” including the bloc’s HoA @Oolusegun_obj and former Kenyan President UhuruKenyatta.
But Kenyattaannounced that he will not participate. 
#TigrayUnderAttack
@antonioguterres
@SecBlinken https://t.co/xPLkd0elWG",0
77,2022-10-08 16:21:15+00:00,karnet50216661,@raarls Is kemsa uhuru Kenyatta fala kabisa mnasemanga corruption,0
78,2022-10-08 16:06:16+00:00,WilbonPrince,@raarls Who is uhuru kenyatta😀😀,0
79,2022-10-08 16:01:40+00:00,AklogWendafrash,"@iyoba4u @ervstours @Tuko_co_ke #Uhuru_Kenyatta knows the secret of the Ethno-fascist @AbiyAhmedAli, so I do respect his withdrawal.",0
80,2022-10-08 15:58:46+00:00,gali_uk,"Diplomatic reports say that the peace talks between 🇪🇹 and Tigray will be led by the AU envoy to the HoA @Oolusegun_obj and the former president of Kenya, Uhuru Kenyatta. 
#700DaysOfTigrayGenocide 
#StopBombingTigray
@WhiteHouse https://t.co/th0RA25veI… @mulu_tkue https://www",0
81,2022-10-08 15:53:44+00:00,aldukiilsa,@abuga_makori How about raila odinga and uhuru kenyatta who unconstitutionally appointed 4 commissioners into the commission under the darkness of a fraudulent handshake as William Ruto was sidelined from his jubilee party? The 4 commissioners later attempted to overturn the election results!,0
82,2022-10-08 15:51:11+00:00,MetekelB,"Uhuru Kenyatta having ""scheduling conflicts"" is a bad sign. Sadly ""spoilers"" who want to hold Ethiopia down are hoping talks will fail. No talks; more suffering.",0
83,2022-10-08 15:49:48+00:00,Im_Felix254,"Chest of drawers 4 by 4 fitts KSH 15k, baby cot 4 by 2 fitts KSH 15k pia , dinning table 4 seater KSH 18k, dressing table white 12k

President Uhuru Kenyatta Kepa Haaland Ndindi Nyoro Man City Toney Kiev Chebukati https://t.co/dKDwAhbeGS",1
84,2022-10-08 15:49:28+00:00,abebelive,#TPLF has lost the PR leverage and diplomatic twist due to the rejection by #UhuruKenyatta #Ethiopiaprevails #NoMore dealing with International Mafia #TPLFTerrorists #TPLFSurrenderNow https://t.co/xxsMLnFKyZ,0
85,2022-10-08 15:46:53+00:00,ShetemaL,"@Simon K Hagos,Uhuru Kenyatta was totally biased from the beginning, he was an agenda setter on behalf of USA. https://t.co/qaSp0N7moj",0
86,2022-10-08 15:46:22+00:00,ReadNGNetwork,This article details the #top 10 richest politicians in Kenya. Find out the Kenyan politicians on the list after Uhuru Kenyatta. #RNN https://t.co/I4GrJwzME8 #kenya #richestpoliticians,0
87,2022-10-08 15:43:49+00:00,jothefu69,@OtiatoJosiah Woiyoooo @isaiahmngl @w_ndugi Uhuru Kenyatta should also enjoy the facility,0
88,2022-10-08 15:35:14+00:00,EremonDaniel,@MKMurugu @HonMosesKuriaa So are you Uhurukenyatta?,0
89,2022-10-08 15:33:34+00:00,SierraVictor6,@ptar_420 why don’t you go to Uhuru Kenyatta to ask for a loan to re-pay the bank ….. I am sure he will give you it’s petty cash for him just a phone call to NCBA,0
90,2022-10-08 15:33:32+00:00,FredrickGwaro,@Lesuuda Ask UHURU Kenyatta where he took 7 billion ile alikua anadanganya eti kuna unga ya 100,0
91,2022-10-08 15:25:37+00:00,f6b95596ee654cb,"In my view,uhuru Kenyatta should turn down a job he was given publicly https://t.co/WRTZYEat4x can somebody call you a useless mlevi and proceed to give a job that you don't need?.ama Ruto thinks uhuru is also a hustler or a Boda boda guy?",0
92,2022-10-08 15:18:55+00:00,thuojoseph20,@MutahiNgunyi H.E. Uhuru Kenyatta is the 'Former President' and HE William Ruto is the 'current president'. Just in case.. 😁,0
93,2022-10-08 15:18:31+00:00,adakahsay,@tewerwari_1 @SecBlinken @mfa_russia @MFA_China @EUCouncil @AUC_MoussaFaki What you guys expected from Uhuru Kenyatta is one the  puppet Africa Leaders eith yhe colonial mentality there is a huge difference between prime minister Abi Ahmed and the puppets',0
94,2022-10-08 15:15:45+00:00,MULUKEN02450682,"@paulrey44802793 #UhuruKenyatta , put his precondition as one agent of negotiator , but has no value!
Shame on it!",0
95,2022-10-08 15:14:43+00:00,AbebeHailesela1,I don't think it is logistical issue. The Regional government of Tigray and the son of the great African His excellence Uhuru Kenyatta have uncovered Mussa Faki's conspiracy. https://t.co/4QEV9Xw8hM,0
96,2022-10-08 15:14:20+00:00,JrMalonga,"@Kenyans Both Uhuru Kenyatta and Raila Odinga are one side of a coin.
Kenya should not in any case engage them in peace talks.
They are the people disrupting peace.",0
97,2022-10-08 15:13:42+00:00,JohnOch30890410,"@WilliamsRuto @KagutaMuseveni @StateHouseUg Be smarter in Uganda issues just like you did with Uhuru kenyatta, we don't like wanyaruanda slavery here in kenya.",0
98,2022-10-08 15:08:45+00:00,Punky_Odhiambo,@NdindiiNyoro Go personally for Uhuru Kenyatta.lets see if you got balls,0
99,2022-10-08 15:08:04+00:00,Borej22,"@HonMosesKuriaa Hon Moses Kuria--Plse--plse, Respect Uhuru Kenyatta.",0
100,2022-10-08 15:07:56+00:00,murea_titus,Uhuru Kenyatta is busy chairing nyumba kumi meeting at Ichaweri but he couldn't manage to attend peace talks of behalf of Kenyans.,0
101,2022-10-08 15:03:38+00:00,BobBrighton4,"@WilliamsRuto @KagutaMuseveni @StateHouseUg Tourist,,, you didn't promise to visit many countries than Uhuru Kenyatta",0
102,2022-10-08 15:03:34+00:00,jmithanga,@Kenyans Start an Uhuru Kenyatta Foundation unlike your predecessors.,0
103,2022-10-08 14:53:51+00:00,JK_Alingo,@bonifacemwangi A rare picture of Bonnie supporting Uhuru Kenyatta project.,0
104,2022-10-08 14:53:19+00:00,MichaelKamauNM3,"@MigunaMiguna Your hatred on Uhuru Kenyatta is VERILY open,,And allow me to remind you this,,NEVER HUNT WHAT YOU CANNOT KILL...
JUST Concentrate on how you can cut off your apartheid shackles..",0
105,2022-10-08 14:52:30+00:00,mshambuliaji,"Aliyekuwa Rais wa Kenya,Uhuru Kenyatta ameonekana hadharani kwa mara ya kwanza tangu akabidhi mamlaka yake.

Uhuru ameonekana Nairobi jana alipokutana na Rais wa Kongamano la Umoja wa Mataifa la Mabadiliko ya Tabia ya nchi (COP26)  @AlokSharma_RDG 

#KitengeUpdates https://t.co/cr0WSVHgIu",0
106,2022-10-08 14:49:13+00:00,Symeonfrankline,@RailaTosha2022 Uhuru kenyatta is simply embarrassed of Dr William Samoe Ruto's success as the president. He too is dwelling somuch on condescension &amp; hate for The current president.,0
107,2022-10-08 14:44:19+00:00,Ngugi851,@raarls It's always funny to me when ODM people defend Uhuru Kenyatta. 🤣.  It gives me a sense of dissonance.,0
108,2022-10-08 14:43:36+00:00,integritykenya,"@_Atamba This is what GoK shud be promoting and NOT GMOs!
How to grow 10,000 kg of food on a ¼ acre | Niva &amp; Yotam Kay | TEDxAuckland https://t.co/xxecB3CKJq via @YouTube
 
thika Babu Chebukati President Uhuru Kenyatta",0
109,2022-10-08 14:42:51+00:00,integritykenya,"@moneyacademyKE This is what GoK shud be promoting and NOT GMOs!
How to grow 10,000 kg of food on a ¼ acre | Niva &amp; Yotam Kay | TEDxAuckland https://t.co/xxecB3UTXy via @YouTube
 
thika Babu Chebukati President Uhuru Kenyatta",0
110,2022-10-08 14:42:36+00:00,integritykenya,"@KenyaOn70901895 This is what GoK shud be promoting and NOT GMOs!
How to grow 10,000 kg of food on a ¼ acre | Niva &amp; Yotam Kay | TEDxAuckland https://t.co/xxecB3CKJq via @YouTube
 
thika Babu Chebukati President Uhuru Kenyatta",0
111,2022-10-08 14:42:11+00:00,Samidzombo,"Let it not be uhuru kenyatta orphans alone, but all those who have plundered public resources. https://t.co/pGNhK9MVZ8",0
112,2022-10-08 14:40:55+00:00,Horn_channel4,@MwangiMaina_ @_AfricanUnion @AUC_MoussaFaki This letter was drafted with the help of @MikeHammerUSA after both @UhuruKenyatta and @MikeHammerUSA met. US is asking cessation of hostility to buy time as they know #TPLFisTerroristGroup being routed out. No mistake on GoE side!,0
113,2022-10-08 14:40:05+00:00,integritykenya,"@ConradKulo This is what GoK shud be promoting and NOT GMOs!
How to grow 10,000 kg of food on a ¼ acre | Niva &amp; Yotam Kay | TEDxAuckland https://t.co/xxecB3UTXy via @YouTube
 
thika Babu Chebukati President Uhuru Kenyatta",0
114,2022-10-08 14:40:00+00:00,BENWAMALWA,"@Kenyans Madam Omanga, were you told that H.E. Uhuru Kenyatta was desperately looking for a job???  Lilia mama mboga, na Boda boda guys hawana pesa mfukoni as we speak now.",0
115,2022-10-08 14:38:31+00:00,integritykenya,"This is what GoK shud be promoting and NOT GMOs!
How to grow 10,000 kg of food on a ¼ acre | Niva &amp; Yotam Kay | TEDxAuckland https://t.co/xxecB3UTXy via @YouTube 
thika Babu Chebukati President Uhuru Kenyatta",0
